Date,Open,High,Low,Close,Volume,MA_21,RSI,MACD,Stochastic_Oscillator,ATR,Momentum_21,OBV,Cumulative_Return,Volatility,Price_Gap,Consumer_Price_Index_Quarterly,Durable_Goods_Orders_Quarterly,Federal_Funds_Rate_Quarterly,Retail_Sales_Quarterly,Treasury_Yield_Quarterly,Unemployment_Rate_Quarterly
2009-03-31,2.567500114440918,3.7804999351501465,2.381500005722046,3.671999931335449,12370496000,3.070679444192317,58.5120971730995,0.1368474465906977,65.43087831459326,0.1169779985509019,0.5724999904632568,6131718000,1.3509933844544415,0.2115140560491178,0.0014499942461649,212.01500000000001,145856.66666666666,0.18333333333333335,276177.0,3.453333333333333,145856.66666666666
2009-06-30,3.651000022888184,4.427999973297119,3.5855000019073486,4.183000087738037,9494416000,3.910457682627579,55.30969777651177,0.0236071671397581,58.38347741025347,0.1028395585732665,0.0304999351501464,11657492000,1.538999333164796,0.1610827643299478,-0.0012539795466831,214.263,147576.33333333334,0.18000000000000002,301857.3333333333,4.17,147576.33333333334
2009-09-30,4.2210001945495605,4.724999904632568,3.7704999446868896,4.668000221252441,8324122000,4.182420385203192,53.23980684436389,0.1267267609193592,53.72771192997467,0.0929001013615301,0.6085000038146973,15869958000,1.7174394159779731,0.1575025085307259,-0.0039921887218952,215.718,156525.66666666666,0.15666666666666665,303807.6666666667,4.323333333333333,156525.66666666666
2009-12-31,4.625,7.295499801635742,4.41349983215332,6.72599983215332,12727852000,5.71809559279964,63.82604107069571,0.1169551675288111,69.00480666759347,0.1406518055924347,-0.1990003585815429,22967222000,2.47461368382327,0.3280688243837495,0.027390643954277,216.15200000000002,162970.33333333334,0.12,322315.0,4.33,162970.33333333334
2010-03-31,6.8125,6.9095001220703125,5.690999984741211,6.78849983215332,11980988000,6.306039002795968,51.02032719652544,0.1422942110835414,48.48880668780145,0.1319314863977722,0.5119996070861816,28442446000,2.497608533525705,0.2147452561379882,0.0069918397997246,217.01966666666667,177515.33333333334,0.13333333333333333,291971.6666666667,4.62,177515.33333333334
2010-06-30,6.789999961853027,7.554500102996826,5.30049991607666,5.4629998207092285,8946270000,6.603581621353138,47.69390600952972,-0.1779394077914062,46.68532090472147,0.1735521411679499,-0.6990003585815439,32191578000,2.009933756826025,0.2342012194355944,-0.0095079437134758,218.05066666666667,188381.0,0.19333333333333336,320314.3333333333,4.37,188381.0
2010-09-30,5.445000171661377,8.08899974822998,5.289999961853027,7.853000164031982,8461340000,6.265865691715763,62.92702812538514,0.3762827265640496,74.28042277279044,0.1430536162640366,1.611500263214111,37250014000,2.8892569357615416,0.279237624358657,-0.011624976992607,218.254,193234.66666666666,0.18666666666666668,316957.3333333333,3.8533333333333335,193234.66666666666
2010-12-31,7.854000091552734,9.282500267028809,7.570000171661377,9.0,7351132000,8.25772808208352,59.47195037258311,0.1518286030028104,66.95185392108044,0.165280681103468,0.1724996566772461,41034158000,3.3112583571503373,0.2592003182325474,0.0140156149864196,218.89766666666665,195980.33333333334,0.18666666666666668,343439.3333333333,4.16,195980.33333333334
2011-03-31,9.068499565124512,9.579999923706056,8.029500007629395,9.006500244140625,6567336000,8.935299543741111,46.62817218846782,0.0075883468613966,46.93232935585988,0.1541232238716794,0.4055004119873047,44242214000,3.313649911343023,0.2814885560215925,-0.0107017024870842,221.66633333333334,201527.0,0.15666666666666668,314532.6666666667,4.56,201527.0
2011-06-30,9.07900047302246,10.319499969482422,8.768500328063965,10.224499702453612,6371752000,9.383039992052051,57.06665463236264,0.1354638049227254,58.117103057606016,0.1672369758017752,0.6044998168945295,47843472000,3.7617733430478544,0.304725839025077,-0.001618945409381,225.53066666666666,205498.33333333334,0.09333333333333334,344871.0,4.34,205498.33333333334
2011-09-30,10.27750015258789,12.199999809265137,8.854999542236328,10.81149959564209,7832530000,10.363776771085602,58.3139221511028,0.2082935291458998,62.15967883840197,0.2804666023169243,0.0499992370605451,52173108000,3.977740932155269,0.5046722631109918,0.0084999650716782,226.452,209090.0,0.08333333333333333,342415.6666666667,3.6999999999999997,209090.0
2011-12-31,10.850500106811523,12.33549976348877,8.34850025177002,8.654999732971191,8427954000,10.640116420552664,41.79978635892207,-0.3586463895448801,41.51064144276896,0.3124019607665047,-0.9595003128051758,55931104000,3.184326688548319,0.5128356652471515,-0.0024285392155721,226.10766666666666,216835.33333333334,0.07333333333333335,365831.3333333333,3.043333333333333,216835.33333333334
2012-03-31,8.794500350952148,10.49250030517578,8.600000381469727,10.125499725341797,7401848000,9.177773045687816,54.81455054143549,0.2605464341482744,62.38319944995256,0.1943121769461212,1.123499870300293,60270016000,3.7253495095401736,0.2566224011022137,-0.022629061052876,227.90666666666667,223205.0,0.10333333333333333,338504.0,3.14,223205.0
2012-06-30,9.901000022888184,11.69200038909912,9.182499885559082,11.417499542236328,5381106000,10.396904783184024,54.63428261216564,0.1366795069049882,53.96800616008162,0.1980528972046173,0.7719993591308594,63220450000,4.200698975221146,0.4401031627720895,0.0111110778081985,229.7926666666667,221646.0,0.15333333333333335,359468.6666666667,2.936666666666667,221646.0
2012-09-30,11.46500015258789,13.205499649047852,10.630499839782717,12.715999603271484,4022062000,11.679566468421203,61.04616130451085,0.1606792420537086,68.440676330404,0.176190479001761,0.3599996566772461,65078714000,4.678439995094801,0.2921398712760219,0.0091190489511644,230.29666666666665,211398.33333333334,0.14333333333333334,355696.0,2.7466666666666666,211398.33333333334
2012-12-31,12.770000457763672,13.155500411987305,10.909000396728516,12.543499946594238,4193066000,12.211778839246104,51.24748538273822,0.105593744375259,49.74166574733031,0.2052258434383552,-0.0200004577636718,67086662000,4.614974336230568,0.3646468228867806,0.0057983552255935,230.37966666666668,223938.66666666666,0.16,380407.6666666667,2.86,223938.66666666666
2013-03-31,12.803999900817873,14.236000061035156,12.603500366210938,13.32450008392334,4227876000,13.217229432151433,53.3705199144237,-0.0726691851998087,54.51298458728365,0.2478768643878756,0.1619997024536115,69147028000,4.902318028637963,0.3212987690781656,0.0307332515716554,231.7396666666667,220935.66666666666,0.14333333333333334,346774.6666666667,3.1366666666666667,220935.66666666666
2013-06-30,13.348999977111816,14.166999816894531,12.287500381469728,13.884499549865724,3890850000,13.223035016230174,54.128972996727526,0.1271152661478378,58.63008950812671,0.2232366374560767,0.5429992675781268,71220788000,5.108351685482564,0.3010045885585806,-0.0045391023159024,232.99333333333334,240085.33333333334,0.11666666666666665,373979.6666666667,3.1466666666666665,240085.33333333334
2013-09-30,13.949999809265137,16.028499603271484,13.857999801635742,15.631999969482422,3095592000,14.639330690815337,58.74630299491757,0.3052560918997198,61.60210735034526,0.1877008687172618,1.4329996109008771,73075394000,5.751287837546953,0.3939957620826007,0.0057187825441359,233.87400000000002,226790.0,0.08333333333333333,372607.6666666667,3.72,226790.0
2013-12-31,15.711000442504885,20.2814998626709,14.824999809265137,19.93950080871582,3743796000,17.31336464839322,63.00807322508833,0.4035284306046804,72.006406102494,0.2975536680647303,0.2585010528564488,75221026000,7.336093187807369,0.6021196652871633,0.0547655820846557,233.22133333333332,240067.66666666666,0.08666666666666667,392985.3333333333,3.7900000000000005,240067.66666666666
2014-03-31,19.940000534057617,20.402999877929688,16.54400062561035,16.818500518798828,4785488000,18.86548252686405,49.45962772555382,-0.344110376818616,48.13078413302253,0.3403286431377327,-1.2864990234375,77254630000,6.187822266401117,0.5469547002838626,0.0092948225677996,234.99666666666667,225725.66666666666,0.07333333333333335,353810.6666666667,3.6833333333333336,225725.66666666666
