Date,Open,High,Low,Close,Volume,MA_21,RSI,MACD,Stochastic_Oscillator,ATR,Momentum_21,OBV,Cumulative_Return,Volatility,Price_Gap
2012-06-30,9.901000022888184,11.69200038909912,9.182499885559082,11.417499542236328,5381106000,10.396904783184025,54.63428261216564,0.1366795069049882,53.96800616008162,0.19805289720461733,0.7719993591308594,63220450000,4.200698975221146,0.44010316277208955,0.011111077808198559
2012-09-30,11.46500015258789,13.205499649047852,10.630499839782717,12.715999603271484,4022062000,11.679566468421203,61.04616130451085,0.16067924205370865,68.440676330404,0.176190479001761,0.3599996566772461,65078714000,4.678439995094801,0.2921398712760219,0.009119048951164435
2012-12-31,12.770000457763672,13.155500411987305,10.909000396728516,12.543499946594238,4193066000,12.211778839246103,51.24748538273822,0.10559374437525904,49.74166574733031,0.20522584343835523,-0.020000457763671875,67086662000,4.614974336230568,0.36464682288678063,0.005798355225593555
2013-03-31,12.803999900817873,14.236000061035156,12.603500366210938,13.32450008392334,4227876000,13.217229432151433,53.3705199144237,-0.0726691851998087,54.512984587283654,0.24787686438787565,0.1619997024536115,69147028000,4.902318028637963,0.3212987690781656,0.03073325157165548
2013-06-30,13.348999977111816,14.166999816894531,12.287500381469728,13.884499549865724,3890850000,13.223035016230174,54.128972996727526,0.12711526614783786,58.63008950812671,0.22323663745607672,0.5429992675781268,71220788000,5.108351685482564,0.30100458855858064,-0.004539102315902432
2013-09-30,13.949999809265137,16.028499603271484,13.857999801635742,15.631999969482422,3095592000,14.639330690815335,58.74630299491757,0.3052560918997198,61.60210735034526,0.18770086871726183,1.4329996109008771,73075394000,5.751287837546953,0.39399576208260073,0.005718782544135992
2013-12-31,15.711000442504885,20.2814998626709,14.824999809265137,19.93950080871582,3743796000,17.31336464839322,63.00807322508833,0.40352843060468047,72.006406102494,0.2975536680647303,0.25850105285644887,75221026000,7.336093187807369,0.6021196652871633,0.054765582084655734
2014-03-31,19.940000534057617,20.402999877929688,16.54400062561035,16.818500518798828,4785488000,18.865482526864046,49.45962772555382,-0.344110376818616,48.13078413302253,0.34032864313773276,-1.2864990234375,77254630000,6.187822266401117,0.5469547002838626,0.009294822567799692
2014-06-30,16.904499053955078,17.415000915527344,14.218999862670898,16.23900032043457,5868760000,16.061707504572333,47.87812302569179,0.15112233524588703,47.83006219654016,0.3619903836931501,0.6115007400512695,79963994000,5.974613946978456,0.6149492340058732,0.006103167458185933
2014-09-30,16.292999267578125,18.24250030517578,15.229499816894531,16.121999740600586,4589810000,16.634552799520037,52.373246674172606,-0.14504704150747827,52.35472343988822,0.27278901210853035,-0.8299999237060547,82478088000,5.931567375004378,0.5698953958391657,-0.01664061844348913
2014-12-31,16.101999282836914,17.062999725341797,14.199999809265137,15.517499923706056,5337276000,15.736187132341522,46.41144210442734,-0.09772050677268496,46.418135047281154,0.28736439134393416,-0.7824993133544904,85311120000,5.709161256050167,0.49838112496447706,-0.018609449267387335
2015-03-31,15.628999710083008,19.4685001373291,14.262499809265137,18.604999542236328,4588122000,17.035492150323826,57.364671641968826,0.06974133166369612,56.73991595004397,0.2962423722135382,-0.6780014038085902,87968986000,6.845106691000924,0.6793195995042268,0.012213144146027675
2015-06-30,18.604999542236328,22.63249969482422,18.41699981689453,21.70450019836425,3827506000,20.411854858571438,58.29343377934121,0.16781347439274796,62.59259258419463,0.3043156535176736,0.15850067138671164,90120608000,7.985467518844983,0.4815126342521351,0.04501591031513641
2015-09-30,21.967500686645508,29.028499603271484,21.278499603271484,25.59449958801269,5234042000,24.584267470098677,60.31868514312631,0.046478855127347174,63.27962367835133,0.5575350608144495,-0.05000114440918324,92996716000,9.41666673976534,0.991878594772244,0.12946891784667974
2015-12-31,25.549999237060547,34.821998596191406,25.299999237060547,33.79449844360352,5492370000,30.370654679480054,62.6908174041667,0.39250434737917317,77.10836573897507,0.5787889042070931,-0.15850067138671164,96188218000,12.433590599676268,1.0037932740342341,0.09753140807151861
2016-03-31,32.81449890136719,32.88600158691406,23.700000762939453,29.68199920654297,6967104000,29.163784131326313,46.88421702731775,0.3918724812295338,47.53915774102074,0.7679326417016203,0.7299995422363281,99450764000,10.920529769955033,1.449433770160318,-0.04509003435979141
2016-06-30,29.52449989318848,36.57500076293945,29.262500762939453,35.78099822998047,4872392000,32.75248123066766,61.87243852996744,0.15903116070186485,74.24170063101022,0.4971042232854023,-0.19100189208984375,102252182000,13.164458824022743,0.9808818697176576,0.04314866662025468
2016-09-30,35.86600112915039,41.997501373291016,35.82699966430664,41.865501403808594,3719432000,37.58801073119754,60.58939242440039,0.8265147250404183,72.44984619299669,0.37939097625868656,3.407501220703125,104757790000,15.403054599961209,0.5793864492387332,0.05146121978759666
2016-12-31,41.79999923706055,42.36050033569336,35.505001068115234,37.493499755859375,5216198000,39.460824890021385,49.8336329782506,-0.09409742377108898,49.60410026362039,0.5938864554407383,-0.03499984741211648,106744882000,13.794518267267101,1.0196897417402604,0.0529524182516422
2017-03-31,37.89599990844727,44.51750183105469,37.3849983215332,44.32699966430664,4061460000,40.92433524534633,62.503872740537886,0.4215547395000243,71.37584062746258,0.3942323148525263,1.881500244140625,109298794000,16.308683120648446,0.6678846836797386,0.014024180750692356
2017-06-30,44.400001525878906,50.84999847412109,44.2244987487793,48.400001525878906,4917542000,46.688396802745075,65.03697375980832,0.15260542034380364,75.39828555849331,0.6220284935568469,-1.3974990844726562,112110186000,17.807212170961783,0.958366443281437,0.1423888433547246
2017-09-30,48.63949966430664,54.16550064086914,46.587501525878906,48.067501068115234,4309920000,49.300812629705476,48.8957519533323,-0.3133858096598132,45.96924322110941,0.6241450796321945,-0.3120002746582031,113968450000,17.684879402125542,0.9760205507692572,0.06161129663860931
2017-12-31,48.20000076293945,60.670501708984375,47.51850128173828,58.4734992980957,4365186000,53.35154626951556,64.51284779867565,0.6508022955058621,69.70738449741798,0.6980940933400538,0.40999984741210227,116459366000,21.513429246960506,1.5792086659936722,0.13684935796828543
2018-03-31,58.59999847412109,80.87699890136719,58.5255012512207,72.36699676513672,7291106000,68.57503593796217,70.29866763066939,0.19032574333230912,77.60813097793539,1.424162639108698,-3.2555007934570312,120704336000,26.625091424492354,2.4610015027062895,0.20119645165615382
2018-06-30,70.88099670410156,88.15499877929688,67.64399719238281,84.98999786376953,5749528000,78.03724844682785,61.9515719150756,0.9888684344426935,65.89685782433259,1.3695193103381567,3.5089950561523438,124180282000,31.26931563339968,2.490049586054157,0.25049281120300293
2018-09-30,84.13500213623047,102.5250015258789,83.90299987792969,100.1500015258789,5770848000,91.96876900140211,61.67216318743476,0.936684608247873,69.72058955850554,1.4560205022764319,0.24500274658203125,127598758000,36.84694772457629,2.135005770668337,0.2083416893368662
2018-12-31,101.09950256347656,101.65950012207033,65.3499984741211,75.09850311279297,9546470000,86.721631154632,41.463880137846346,-2.672188032567803,39.76942472826478,2.8969886589482803,-8.788993835449219,131252900000,27.630060671301898,4.161347207881488,0.07371460445343525
2019-03-31,73.26000213623047,91.1875,73.04650115966797,89.0374984741211,6315416000,81.25953102558502,58.63413878965239,1.822944419824097,65.54833535804578,1.8632789719021012,7.045997619628906,135267514000,32.758462324688274,2.784876162284796,0.0381642325979762
2019-06-30,90.00550079345703,98.22000122070312,83.5999984741211,94.68150329589844,5084002000,92.09249480601432,59.34637878891266,0.9005357222135331,65.93873266101274,1.350583584670849,3.8655014038085938,137883174000,34.83499100623353,2.440486741547777,0.09506249806237757
2019-09-30,96.14900207519533,101.79000091552734,85.46099853515625,86.79550170898438,4281858000,93.50886540185837,48.898933661289306,-1.0681971071925744,49.31108968823238,1.192644068172999,-2.5244979858398438,139844404000,31.93359226632575,2.3427631503882513,-0.00017118453979581005
2019-12-31,87.30000305175781,95.06999969482422,84.25299835205078,92.39199829101562,3811726000,88.34738327775683,50.63708243842179,1.0608320978359842,55.48783835629533,0.9993501986776079,2.3519973754882812,141822146000,33.99264183054957,1.3511553572449126,0.05321133136749312
2020-03-31,93.75,109.29750061035156,81.30149841308594,97.48600006103516,6820350000,96.18117652693836,55.55139987003587,-0.042511234735087555,59.984816855114964,2.275444953672348,-0.2115020751953267,145330548000,35.86681471191797,4.120884425714579,-0.05453183574061057
2020-06-30,96.64849853515624,139.8000030517578,94.4574966430664,137.9409942626953,5900250000,114.47321489698852,66.08105975150313,4.023803134591873,73.60976486541185,2.721837595206539,14.388992309570312,149215198000,50.75091889399752,4.975434404057902,0.2931663876488091
2020-09-30,137.89950561523438,177.6125030517578,137.6999969482422,157.43649291992188,6538358000,154.34442054657708,57.2567493469702,-1.526200387219319,59.14096337217717,4.18703076669148,-15.11151123046875,152613960000,57.92365587794803,6.543571644760258,0.5014469623565674
2020-12-31,160.39999389648438,174.81199645996094,147.50599670410156,162.84649658203125,5691856000,158.62906181244622,52.89723267694444,1.430710073428287,54.59692022502963,3.4941034657614574,1.842498779296875,155455834000,59.9140914155451,4.280695904878787,0.39311718940734863
2021-03-31,163.5,171.6999969482422,144.0500030517578,154.70399475097656,4436478000,159.67502920968192,47.24160888971806,-1.0509595265064604,43.470266444103565,2.8578000571186144,-0.0225067138671875,157799664000,56.91832172263493,3.8167898665729747,0.14554958656185962
2021-06-30,155.89700317382812,177.6999969482422,155.77749633789062,172.00799560546875,4380690000,163.4170792652456,59.23709711581929,2.428456139230832,61.939060539058026,2.4612343197777156,11.07550048828125,160191562000,63.28476810503206,4.333913763173031,0.30485679989769343
2021-09-30,171.73049926757812,188.6540069580078,158.78799438476562,164.2519989013672,4182104000,172.77137624649774,50.06902771277258,-1.081312362419709,48.97175611687357,2.4611337184906015,-9.287506103515625,162234502000,60.43120044897799,5.435564875659712,-0.1260316371917738
2021-12-31,164.45050048828125,188.1074981689453,158.8125,166.7169952392578,4077090000,171.09726212138222,49.24516305345937,-1.3869441856573417,48.14092995217734,3.0520596674510414,-5.4690093994140625,164275804000,61.338115973887554,4.039022441888234,0.11379599571228116
2022-03-31,167.5500030517578,171.39999389648438,133.57249450683594,162.99749755859375,4842744000,156.05128251645604,45.71586095520753,4.295235248448421,51.52044986126504,4.30409409483457,10.944992065429688,166644792000,59.969647331720914,7.052729972887323,0.2084200459141885
2022-06-30,164.14950561523438,168.39450073242188,101.26000213623048,106.20999908447266,5491085100,133.27487008582614,40.039892543124154,-2.7059028349887484,31.30128995346565,4.420908659833919,-13.999504089355469,169244637700,39.07652745348795,9.701351731450572,-0.5132991421607245
2022-09-30,106.29000091552734,146.57000732421875,105.8499984741211,113.0,3718789200,124.86900388059162,51.54569960561421,-4.4938678729704264,51.24050717428827,3.5071214096886756,-13.769996643066406,171253679500,41.574688261998865,6.513252466016449,-0.05937492847442605
2022-12-31,113.58000183105467,123.0,81.69000244140625,84.0,5043638000,104.13702960025155,39.43716392783504,-3.347537720259055,30.98091656259492,3.3293648371620774,-12.540000915527344,173120922100,30.90507800006994,5.758423435297607,-0.07904755123077944
2023-03-31,85.45999908447266,114.0,81.43000030517578,103.29000091552734,4237140900,94.57442408736034,54.28370403153059,1.4113842538525034,57.0351766869378,2.624101322367444,11.16000366210939,175409463100,38.00220874906748,4.137302303446701,-0.06451612903225692
2023-06-30,102.3000030517578,131.49000549316406,97.70999908447266,130.36000061035156,3899624000,109.5378035737256,62.97985751066664,3.396108502829577,74.22262989010217,2.1995274416312665,9.77999877929689,177725328500,47.961737939905674,3.6580271728498865,0.2709680372668858
2023-09-30,130.82000732421875,145.86000061035156,123.04000091552734,127.12000274658205,3389452900,133.134233412739,53.04898349016711,-2.4812208647777823,52.517574699148824,2.5891168382432737,-7.9500045776367045,179424738200,46.76968571728833,3.4259821556939163,0.14031691778273878
2023-12-31,127.27999877929688,155.6300048828125,118.3499984741211,151.94000244140625,3181680200,137.2429332199731,57.185846416322036,2.7820320006179884,69.16746641179643,2.6028567203859088,5.6199951171875,181279146600,55.90140031883898,4.435648599782541,0.08222234816778207
2024-03-31,151.5399932861328,181.6999969482422,144.0500030517578,180.3800048828125,2700335000,162.64305914015995,59.67391152253407,2.546693016512336,71.30274357933227,2.5036769393456346,7.220001220703125,182772161800,66.36497762567036,4.172435287600243,0.1875415239177771
2024-06-30,180.7899932861328,199.83999633789065,166.32000732421875,193.25,2622598800,182.06868521877067,53.876960563570876,2.6080099269386494,60.94510052384768,2.844398913740298,11.229995727539091,184123298000,71.10007527992279,3.8408625551044633,0.25634910946800643
2024-09-30,193.4900054931641,201.1999969482422,151.61000061035156,186.3300018310547,2604113800,182.4346953233083,50.9933862829029,3.3995061879094806,57.869881204868264,3.8237938370023414,14.210006713867188,185401907000,68.5540861945467,6.970830292986596,0.22734284400939941
2024-12-31,184.8999938964844,187.6000061035156,180.25,182.72000122070312,199466400,185.9029377528599,45.59710980393149,0.8347538722964316,15.446003055752866,2.59857359386626,7.32000732421875,185469055900,67.2259034511751,5.595138963792295,-0.413335164388035
