Date,Open,High,Low,Close,Volume,MA_21,RSI,MACD,Stochastic_Oscillator,ATR,Momentum_21,OBV,Cumulative_Return,Volatility,Price_Gap,Consumer_Price_Index_Quarterly,Durable_Goods_Orders_Quarterly,Retail_Sales_Quarterly,Unemployment_Rate_Quarterly,cashAndShortTermInvestments,inventory,shortTermInvestments,otherCurrentAssets,retainedEarnings,changeInOperatingLiabilities,changeInOperatingAssets,capitalExpenditures,changeInReceivables,changeInInventory,surprisePercentage,grossProfit,costOfRevenue,costofGoodsAndServicesSold,incomeTaxExpense,Forward_Return,Price_Movement_Class,Year
2011-12-31,10.850500106811523,12.33549976348877,8.34850025177002,8.654999732971191,8427954000,10.640116420552664,41.79978635892207,-0.3586463895448801,41.51064144276896,0.3124019607665047,-0.9595003128051758,55931104000,3.184326688548319,0.5128356652471515,-0.0024285392155721,226.10766666666663,216835.3333333333,365831.3333333333,216835.3333333333,9576000000.0,4992000000.0,4307000000.0,351000000.0,1955000000.0,5760000000.0,2337000000.0,550000000.0,1077000000.0,1260000000.0,100.0,17431000000.0,14737000000.0,13831000000.0,194000000.0,16.990179523273014,4,2011
2012-03-31,8.794500350952148,10.49250030517578,8.600000381469727,10.125499725341797,7401848000,9.177773045687816,54.81455054143549,0.2605464341482744,62.38319944995256,0.1943121769461212,1.123499870300293,60270016000,3.7253495095401736,0.2566224011022137,-0.022629061052876,227.90666666666667,223205.0,338504.0,223205.0,5715000000.0,4255000000.0,3427000000.0,371000000.0,2085000000.0,-4787000000.0,-1493000000.0,386000000.0,-746000000.0,-747000000.0,-85.7143,2000000000.0,11164000000.0,10027000000.0,43000000.0,12.759862248190604,4,2012
2012-06-30,9.901000022888184,11.69200038909912,9.182499885559082,11.417499542236328,5381106000,10.396904783184024,54.63428261216564,0.1366795069049882,53.96800616008162,0.1980528972046173,0.7719993591308594,63220450000,4.200698975221146,0.4401031627720895,0.0111110778081985,229.7926666666667,221646.0,359468.6666666667,221646.0,4970000000.0,4380000000.0,2635000000.0,408000000.0,2092000000.0,239000000.0,290000000.0,657000000.0,166000000.0,124000000.0,-50.0,2071000000.0,10742000000.0,9488000000.0,109000000.0,11.372893480150042,4,2012
2012-09-30,11.46500015258789,13.205499649047852,10.630499839782717,12.715999603271484,4022062000,11.679566468421203,61.04616130451085,0.1606792420537086,68.440676330404,0.176190479001761,0.3599996566772461,65078714000,4.678439995094801,0.2921398712760219,0.0091190489511644,230.29666666666665,211398.3333333333,355696.0,211398.3333333333,5248000000.0,5065000000.0,2268000000.0,413000000.0,1818000000.0,1319000000.0,1063000000.0,716000000.0,416000000.0,647000000.0,87.5,2141000000.0,11643000000.0,10319000000.0,83000000.0,-1.3565560086433677,1,2012
2012-12-31,12.770000457763672,13.155500411987305,10.909000396728516,12.543499946594238,4193066000,12.211778839246104,51.24748538273822,0.105593744375259,49.74166574733031,0.2052258434383552,-0.0200004577636718,67086662000,4.614974336230568,0.3646468228867806,0.0057983552255935,230.37966666666668,223938.66666666663,380407.6666666667,223938.66666666663,11448000000.0,6031000000.0,3364000000.0,453000000.0,1916000000.0,6337000000.0,1999000000.0,2026000000.0,1025000000.0,974000000.0,0.0,17431000000.0,17476000000.0,16137000000.0,194000000.0,6.226333484707796,4,2012
2013-03-31,12.803999900817873,14.236000061035156,12.603500366210938,13.32450008392334,4227876000,13.217229432151433,53.3705199144237,-0.0726691851998087,54.51298458728365,0.2478768643878756,0.1619997024536115,69147028000,4.902318028637963,0.3212987690781656,0.0307332515716554,231.7396666666667,220935.66666666663,346774.6666666667,220935.66666666663,7895000000.0,5395000000.0,3414000000.0,507000000.0,1998000000.0,-4890000000.0,-1264000000.0,670000000.0,-729000000.0,-535000000.0,-87.5,2658000000.0,13379000000.0,11801000000.0,18000000.0,4.2027803100699535,3,2013
2013-06-30,13.348999977111816,14.166999816894531,12.287500381469728,13.884499549865724,3890850000,13.223035016230174,54.128972996727526,0.1271152661478378,58.63008950812671,0.2232366374560767,0.5429992675781268,71220788000,5.108351685482564,0.3010045885585806,-0.0045391023159024,232.9933333333333,240085.3333333333,373979.6666666667,240085.3333333333,7463000000.0,5420000000.0,3759000000.0,541000000.0,1991000000.0,-77000000.0,241000000.0,855000000.0,211000000.0,30000000.0,-140.0,2745000000.0,12926000000.0,11209000000.0,-13000000.0,12.58598059901696,4,2013
2013-09-30,13.949999809265137,16.028499603271484,13.857999801635742,15.631999969482422,3095592000,14.639330690815337,58.74630299491757,0.3052560918997198,61.60210735034526,0.1877008687172618,1.4329996109008771,73075394000,5.751287837546953,0.3939957620826007,0.0057187825441359,233.874,226790.0,372607.6666666667,226790.0,7689000000.0,6068000000.0,3817000000.0,520000000.0,1950000000.0,1619000000.0,586000000.0,1038000000.0,-125000000.0,586000000.0,0.0,2884000000.0,14172000000.0,12366000000.0,12000000.0,27.55566048901432,4,2013
2013-12-31,15.711000442504885,20.2814998626709,14.824999809265137,19.93950080871582,3743796000,17.31336464839322,63.00807322508833,0.4035284306046804,72.006406102494,0.2975536680647303,0.2585010528564488,75221026000,7.336093187807369,0.6021196652871633,0.0547655820846557,233.2213333333333,240067.66666666663,392985.3333333333,240067.66666666663,12447000000.0,7411000000.0,3789000000.0,-4767000000.0,2190000000.0,5947000000.0,1330000000.0,879000000.0,-1239000000.0,1330000000.0,0.0,25587000000.0,20486000000.0,18806000000.0,-179000000.0,-15.652349172917916,0,2013
2014-03-31,19.940000534057617,20.402999877929688,16.54400062561035,16.818500518798828,4785488000,18.86548252686405,49.45962772555382,-0.344110376818616,48.13078413302253,0.3403286431377327,-1.2864990234375,77254630000,6.187822266401117,0.5469547002838626,0.0092948225677996,234.99666666666667,225725.66666666663,353810.6666666667,225725.66666666663,8666000000.0,6716000000.0,3592000000.0,3945000000.0,2298000000.0,-3583000000.0,-699000000.0,1080000000.0,727000000.0,-699000000.0,0.0,3437000000.0,16262000000.0,14055000000.0,73000000.0,-3.4456115616045744,1,2014
2014-06-30,16.904499053955078,17.415000915527344,14.218999862670898,16.23900032043457,5868760000,16.061707504572333,47.87812302569179,0.151122335245887,47.83006219654016,0.3619903836931501,0.6115007400512695,79963994000,5.974613946978456,0.6149492340058732,0.0061031674581859,237.77166666666668,240105.3333333333,392505.6666666667,240105.3333333333,7986000000.0,6644000000.0,2929000000.0,4125000000.0,2172000000.0,550000000.0,-92000000.0,1290000000.0,-299000000.0,-92000000.0,0.0,3467000000.0,15828000000.0,13399000000.0,94000000.0,-0.7204912711699074,1,2014
2014-09-30,16.292999267578125,18.24250030517578,15.229499816894531,16.121999740600586,4589810000,16.634552799520037,52.373246674172606,-0.1450470415074782,52.35472343988822,0.2727890121085303,-0.8299999237060547,82478088000,5.931567375004378,0.5698953958391657,-0.0166406184434891,238.04433333333336,255923.0,390164.3333333333,255923.0,6883000000.0,7316000000.0,1625000000.0,4373000000.0,1735000000.0,2793000000.0,845000000.0,1378000000.0,-362000000.0,845000000.0,-25.0,3257000000.0,17273000000.0,14627000000.0,-205000000.0,-3.749533721751632,1,2014
2014-12-31,16.101999282836914,17.062999725341797,14.199999809265137,15.517499923706056,5337276000,15.736187132341522,46.41144210442734,-0.0977205067726849,46.418135047281154,0.2873643913439341,-0.7824993133544904,85311120000,5.709161256050167,0.498381124964477,-0.0186094492673873,236.132,231856.0,410294.3333333333,231856.0,17416000000.0,8299000000.0,2859000000.0,-5612000000.0,1949000000.0,6431000000.0,1139000000.0,1145000000.0,-1105000000.0,1139000000.0,100.0,29328000000.0,22988000000.0,20672000000.0,205000000.0,19.89688824688508,4,2014
2015-03-31,15.628999710083008,19.4685001373291,14.262499809265137,18.604999542236328,4588122000,17.035492150323826,57.364671641968826,0.0697413316636961,56.73991595004397,0.2962423722135382,-0.6780014038085902,87968986000,6.845106691000924,0.6793195995042268,0.0122131441460276,234.84933333333333,218662.3333333333,361733.3333333333,218662.3333333333,13781000000.0,7369000000.0,3544000000.0,4772000000.0,1892000000.0,-2446000000.0,-721000000.0,871000000.0,441000000.0,-721000000.0,0.0,4271000000.0,18331000000.0,15395000000.0,71000000.0,16.659504070889977,4,2015
2015-06-30,18.604999542236328,22.63249969482422,18.41699981689453,21.70450019836425,3827506000,20.41185485857144,58.29343377934121,0.1678134743927479,62.59259258419463,0.3043156535176736,0.1585006713867116,90120608000,7.985467518844983,0.4815126342521351,0.0450159103151364,237.68066666666667,227996.3333333333,398208.0,227996.3333333333,14001000000.0,7470000000.0,3732000000.0,4920000000.0,1984000000.0,1770000000.0,27000000.0,1213000000.0,-430000000.0,27000000.0,200.0,4790000000.0,18281000000.0,15160000000.0,266000000.0,17.922547647246027,4,2015
2015-09-30,21.967500686645508,29.028499603271484,21.278499603271484,25.59449958801269,5234042000,24.58426747009868,60.31868514312631,0.0464788551273471,63.27962367835133,0.5575350608144495,-0.0500011444091832,92996716000,9.41666673976534,0.991878594772244,0.1294689178466797,238.305,222136.3333333333,397801.6666666667,222136.3333333333,14428000000.0,8981000000.0,3719000000.0,5440000000.0,2063000000.0,3809000000.0,1537000000.0,1195000000.0,-588000000.0,1537000000.0,200.0,5161000000.0,20081000000.0,16755000000.0,161000000.0,32.038129237077726,4,2015
2015-12-31,25.549999237060547,34.821998596191406,25.299999237060547,33.79449844360352,5492370000,30.37065467948005,62.6908174041667,0.3925043473791731,77.10836573897507,0.5787889042070931,-0.1585006713867116,96188218000,12.433590599676268,1.003793274034234,0.0975314080715186,237.23300000000003,225263.0,417477.6666666667,225263.0,19808000000.0,10243000000.0,3918000000.0,-5654000000.0,2545000000.0,8562000000.0,1343000000.0,1309000000.0,-1178000000.0,1343000000.0,-37.5,35747000000.0,26787000000.0,24341000000.0,453000000.0,-12.169138251669926,0,2015
2016-03-31,32.81449890136719,32.88600158691406,23.700000762939453,29.68199920654297,6967104000,29.16378413132632,46.88421702731775,0.3918724812295338,47.53915774102074,0.7679326417016203,0.7299995422363281,99450764000,10.920529769955031,1.449433770160318,-0.0450900343597914,237.3863333333333,218029.66666666663,373317.3333333333,218029.66666666663,15859000000.0,9582000000.0,3389000000.0,5072000000.0,3058000000.0,-2956000000.0,-769000000.0,1179000000.0,412000000.0,-769000000.0,66.6667,6385000000.0,22626000000.0,18866000000.0,475000000.0,20.54780401076577,4,2016
2016-06-30,29.52449989318848,36.57500076293945,29.262500762939453,35.78099822998047,4872392000,32.75248123066766,61.87243852996744,0.1590311607018648,74.24170063101022,0.4971042232854023,-0.1910018920898437,102252182000,13.164458824022743,0.9808818697176576,0.0431486666202546,240.16933333333336,223338.66666666663,405836.0,223338.66666666663,16540000000.0,9588000000.0,4019000000.0,6092000000.0,3915000000.0,3317000000.0,57000000.0,1711000000.0,-1184000000.0,57000000.0,50.0,7073000000.0,23215000000.0,19180000000.0,307000000.0,17.00484467962661,4,2016
2016-09-30,35.86600112915039,41.997501373291016,35.82699966430664,41.865501403808594,3719432000,37.58801073119754,60.58939242440039,0.8265147250404183,72.44984619299669,0.3793909762586865,3.407501220703125,104757790000,15.403054599961209,0.5793864492387332,0.0514612197875966,240.96833333333333,216786.66666666663,405467.6666666667,216786.66666666663,18347000000.0,10696000000.0,4691000000.0,6566000000.0,4167000000.0,5342000000.0,1095000000.0,1841000000.0,-671000000.0,1095000000.0,-25.0,6875000000.0,25721000000.0,21260000000.0,229000000.0,-10.442969751585224,0,2016
2016-12-31,41.79999923706055,42.36050033569336,35.505001068115234,37.493499755859375,5216198000,39.460824890021385,49.8336329782506,-0.0940974237710889,49.60410026362039,0.5938864554407383,-0.0349998474121164,106744882000,13.7945182672671,1.0196897417402604,0.0529524182516422,241.50466666666668,224676.3333333333,431030.6666666667,224676.3333333333,25981000000.0,11461000000.0,6647000000.0,-8339000000.0,4916000000.0,11257000000.0,1043000000.0,3073000000.0,-1924000000.0,1043000000.0,14.2857,43741000000.0,32253000000.0,28959000000.0,414000000.0,18.22582568430237,4,2016
2017-03-31,37.89599990844727,44.51750183105469,37.3849983215332,44.32699966430664,4061460000,40.92433524534633,62.503872740537886,0.4215547395000243,71.37584062746258,0.3942323148525263,1.881500244140625,109298794000,16.308683120648446,0.6678846836797386,0.0140241807506923,243.4143333333333,216930.3333333333,385896.0,216930.3333333333,21531000000.0,10600000000.0,6091000000.0,7329000000.0,6327000000.0,-2811000000.0,-947000000.0,1861000000.0,994000000.0,-947000000.0,40.0,7985000000.0,27590000000.0,22440000000.0,229000000.0,9.18853496157549,4,2017
2017-06-30,44.400001525878906,50.84999847412109,44.2244987487793,48.400001525878906,4917542000,46.68839680274508,65.03697375980832,0.1526054203438036,75.39828555849331,0.6220284935568469,-1.3974990844726562,112110186000,17.807212170961783,0.958366443281437,0.1423888433547246,244.7373333333333,231330.0,421636.0,231330.0,21451000000.0,11510000000.0,8248000000.0,8046000000.0,6524000000.0,5135000000.0,682000000.0,3401000000.0,-1242000000.0,682000000.0,-71.4286,11258000000.0,26554000000.0,23451000000.0,467000000.0,-0.6869843952089295,1,2017
2017-09-30,48.63949966430664,54.16550064086914,46.587501525878906,48.067501068115234,4309920000,49.30081262970548,48.8957519533323,-0.3133858096598132,45.96924322110941,0.6241450796321945,-0.3120002746582031,113968450000,17.684879402125542,0.9760205507692572,0.0616112966386093,245.708,221292.66666666663,420425.6666666667,221292.66666666663,24310000000.0,13711000000.0,11543000000.0,10557000000.0,6779000000.0,6808000000.0,1593000000.0,3074000000.0,-1757000000.0,1593000000.0,0.0,12528000000.0,30988000000.0,27549000000.0,58000000.0,21.6487189863155,4,2017
2017-12-31,48.20000076293945,60.670501708984375,47.51850128173828,58.4734992980957,4365186000,53.35154626951556,64.51284779867565,0.6508022955058621,69.70738449741798,0.6980940933400538,0.4099998474121022,116459366000,21.513429246960506,1.5792086659936722,0.1368493579682854,246.61866666666663,234094.0,452113.6666666667,234094.0,30986000000.0,16047000000.0,10464000000.0,-13164000000.0,8636000000.0,-1218000000.0,2255000000.0,3619000000.0,-2781000000.0,2255000000.0,22.2222,60453000000.0,43345000000.0,38495000000.0,16000000.0,23.760331832053502,4,2017
2018-03-31,58.59999847412109,80.87699890136719,58.5255012512207,72.36699676513672,7291106000,68.57503593796217,70.29866763066939,0.1903257433323091,77.60813097793539,1.424162639108698,-3.2555007934570312,120704336000,26.62509142449236,2.461001502706289,0.2011964516561538,248.804,230767.0,404935.0,230767.0,24963000000.0,13840000000.0,8287000000.0,5726000000.0,11199000000.0,-9310000000.0,-2220000000.0,3098000000.0,1029000000.0,-2220000000.0,166.6667,16211000000.0,34501000000.0,30735000000.0,287000000.0,17.443035724696575,4,2018
2018-06-30,70.88099670410156,88.15499877929688,67.64399719238281,84.98999786376953,5749528000,78.03724844682785,61.9515719150756,0.9888684344426936,65.89685782433259,1.3695193103381569,3.508995056152344,124180282000,31.26931563339968,2.490049586054157,0.2504928112030029,251.3743333333333,245083.3333333333,442796.6666666667,245083.3333333333,27050000000.0,14824000000.0,7227000000.0,5707000000.0,13733000000.0,2420000000.0,1090000000.0,3243000000.0,-1365000000.0,1090000000.0,92.3077,17899000000.0,34644000000.0,30632000000.0,74000000.0,17.837397391642888,4,2018
2018-09-30,84.13500213623047,102.5250015258789,83.90299987792969,100.1500015258789,5770848000,91.96876900140212,61.67216318743476,0.936684608247873,69.72058955850554,1.456020502276432,0.2450027465820312,127598758000,36.84694772457629,2.135005770668337,0.2083416893368662,252.197,239030.66666666663,438321.0,239030.66666666663,29765000000.0,15862000000.0,9340000000.0,-14258000000.0,16616000000.0,3894000000.0,1094000000.0,3352000000.0,-2884000000.0,1094000000.0,81.25,18871000000.0,37347000000.0,33003000000.0,508000000.0,-25.013977065804237,0,2018
2018-12-31,101.09950256347656,101.65950012207033,65.3499984741211,75.09850311279297,9546470000,86.721631154632,41.463880137846346,-2.672188032567803,39.76942472826478,2.8969886589482803,-8.788993835449219,131252900000,27.63006067130189,4.161347207881488,0.0737146044534352,252.052,238148.66666666663,465074.3333333333,238148.66666666663,41250000000.0,17174000000.0,9500000000.0,-16677000000.0,19625000000.0,7409000000.0,1350000000.0,3734000000.0,-1395000000.0,1350000000.0,7.1429,72383000000.0,59490000000.0,44786000000.0,327000000.0,18.56094966419328,4,2018
2019-03-31,73.26000213623047,91.1875,73.04650115966797,89.0374984741211,6315416000,81.25953102558502,58.63413878965239,1.822944419824097,65.54833535804578,1.8632789719021008,7.045997619628906,135267514000,32.758462324688274,2.784876162284796,0.0381642325979762,252.89666666666668,227335.0,410290.3333333333,227335.0,37020000000.0,16432000000.0,13905000000.0,3679000000.0,23193000000.0,-5496000000.0,-719000000.0,3290000000.0,-401000000.0,-719000000.0,45.8333,20582000000.0,38757000000.0,33920000000.0,836000000.0,6.338907672049865,4,2019
2019-06-30,90.00550079345703,98.22000122070312,83.5999984741211,94.68150329589844,5084002000,92.09249480601432,59.34637878891266,0.9005357222135331,65.93873266101274,1.350583584670849,3.8655014038085938,137883174000,34.83499100623353,2.440486741547777,0.0950624980623775,255.92766666666665,226325.3333333333,455421.6666666667,226325.3333333333,41463000000.0,18580000000.0,18847000000.0,3547000000.0,25818000000.0,4058000000.0,2100000000.0,3562000000.0,-2193000000.0,2100000000.0,-7.1429,18721000000.0,44300000000.0,36337000000.0,257000000.0,-8.328978007741119,0,2019
2019-09-30,96.14900207519533,101.79000091552734,85.46099853515625,86.79550170898438,4281858000,93.50886540185836,48.898933661289306,-1.0681971071925744,49.31108968823238,1.192644068172999,-2.524497985839844,139844404000,31.93359226632575,2.342763150388252,-0.0001711845397958,256.62933333333336,223994.0,454337.6666666667,223994.0,43401000000.0,18766000000.0,20146000000.0,3787000000.0,27952000000.0,173000000.0,381000000.0,4697000000.0,-1182000000.0,381000000.0,-8.6957,19574000000.0,50011000000.0,41302000000.0,494000000.0,6.447910861550957,4,2019
2019-12-31,87.30000305175781,95.06999969482422,84.25299835205078,92.39199829101562,3811726000,88.34738327775683,50.63708243842179,1.0608320978359842,55.48783835629533,0.999350198677608,2.351997375488281,141822146000,33.99264183054957,1.3511553572449126,0.0532113313674931,257.176,218122.3333333333,480440.3333333333,218122.3333333333,55021000000.0,20497000000.0,18929000000.0,4016000000.0,31220000000.0,11169000000.0,1516000000.0,5312000000.0,-3905000000.0,1516000000.0,60.0,87437000000.0,75900000000.0,53977000000.0,786000000.0,5.513466386964034,4,2019
2020-03-31,93.75,109.29750061035156,81.30149841308594,97.48600006103516,6820350000,96.18117652693836,55.55139987003587,-0.0425112347350875,59.98481685511496,2.275444953672348,-0.2115020751953267,145330548000,35.86681471191797,4.120884425714579,-0.0545318357406105,258.25466666666665,220279.3333333333,418933.0,220279.3333333333,49292000000.0,18857000000.0,22091000000.0,3836000000.0,33755000000.0,-7437000000.0,-1392000000.0,6795000000.0,1262000000.0,-1392000000.0,-19.3548,22619000000.0,52431000000.0,44257000000.0,744000000.0,41.49826044389105,4,2020
2020-06-30,96.64849853515624,139.8000030517578,94.4574966430664,137.9409942626953,5900250000,114.47321489698852,66.08105975150313,4.023803134591873,73.60976486541185,2.721837595206539,14.388992309570312,149215198000,50.75091889399752,4.975434404057902,0.2931663876488091,256.86,182445.3333333333,438773.0,182445.3333333333,71391000000.0,19599000000.0,33925000000.0,4618000000.0,38998000000.0,8863000000.0,672000000.0,7459000000.0,-2854000000.0,672000000.0,642.8571,27895000000.0,60614000000.0,52660000000.0,984000000.0,14.13321598951162,4,2020
2020-09-30,137.89950561523438,177.6125030517578,137.6999969482422,157.43649291992188,6538358000,154.34442054657708,57.2567493469702,-1.526200387219319,59.14096337217717,4.18703076669148,-15.11151123046875,152613960000,57.92365587794803,6.543571644760258,0.5014469623565674,259.7663333333333,221855.3333333333,484021.3333333333,221855.3333333333,68402000000.0,23735000000.0,38472000000.0,4432000000.0,45329000000.0,3736000000.0,3899000000.0,11063000000.0,-2016000000.0,3899000000.0,67.5676,29309000000.0,66408000000.0,57106000000.0,569000000.0,3.436308546876172,3,2020
2020-12-31,160.39999389648438,174.81199645996094,147.50599670410156,162.84649658203125,5691856000,158.62906181244622,52.89723267694444,1.430710073428287,54.59692022502963,3.4941034657614574,1.842498779296875,155455834000,59.9140914155451,4.280695904878787,0.3931171894073486,260.36366666666663,232416.0,513510.3333333333,232416.0,84396000000.0,23795000000.0,42274000000.0,4942000000.0,52551000000.0,13582000000.0,-329000000.0,14823000000.0,-4561000000.0,-329000000.0,94.4444,125555000000.0,102441000000.0,79284000000.0,566000000.0,-5.000108692515246,0,2020
2021-03-31,163.5,171.6999969482422,144.0500030517578,154.70399475097656,4436478000,159.67502920968192,47.24160888971806,-1.0509595265064604,43.470266444103565,2.8578000571186144,-0.0225067138671875,157799664000,56.91832172263493,3.816789866572975,0.1455495865618596,263.15766666666667,242843.66666666663,486754.3333333333,242843.66666666663,73270000000.0,23849000000.0,39436000000.0,5389000000.0,60658000000.0,-7366000000.0,304000000.0,12082000000.0,-2255000000.0,304000000.0,64.5833,35035000000.0,73053000000.0,62403000000.0,2156000000.0,11.185232082950437,4,2021
2021-06-30,155.89700317382812,177.6999969482422,155.77749633789062,172.00799560546875,4380690000,163.4170792652456,59.23709711581929,2.428456139230832,61.939060539058026,2.461234319777716,11.07550048828125,160191562000,63.28476810503206,4.333913763173031,0.3048567998976934,269.315,252392.66666666663,559241.0,252392.66666666663,89894000000.0,24119000000.0,49514000000.0,6335000000.0,68436000000.0,203000000.0,209000000.0,14288000000.0,-4462000000.0,209000000.0,22.5806,36408000000.0,76347000000.0,64176000000.0,868000000.0,-4.50909079941338,1,2021
