iter	Passed	Remaining
217	1520	5453
218	1526	5445
219	1532	5433
220	1537	5420
221	1544	5411
222	1549	5398
223	1554	5386
224	1560	5374
225	1566	5363
226	1572	5353
227	1578	5343
228	1582	5329
229	1587	5316
230	1593	5304
231	1598	5290
232	1603	5277
233	1609	5270
234	1615	5257
235	1621	5248
236	1627	5240
237	1632	5228
238	1640	5223
239	1646	5213
240	1651	5202
241	1658	5195
242	1664	5185
243	1671	5179
244	1677	5168
245	1684	5162
246	1691	5156
247	1696	5145
248	1702	5136
249	1708	5126
250	1714	5117
251	1720	5108
252	1726	5098
253	1733	5090
254	1740	5085
255	1747	5079
256	1755	5075
257	1762	5067
258	1768	5060
259	1774	5050
260	1781	5043
261	1788	5038
262	1794	5029
263	1802	5024
264	1808	5016
265	1814	5006
266	1821	5000
267	1827	4990
268	1834	4984
269	1841	4978
270	1848	4971
271	1854	4964
272	1860	4955
273	1868	4950
274	1873	4940
275	1880	4931
276	1886	4924
277	1892	4916
278	1899	4909
279	1905	4900
280	1911	4890
281	1918	4884
282	1924	4875
283	1931	4870
284	1938	4862
285	1944	4855
286	1951	4848
287	1957	4838
288	1963	4830
289	1969	4822
290	1975	4812
291	1982	4805
292	1987	4796
293	1999	4801
294	2007	4798
295	2014	4791
296	2020	4782
297	2026	4774
298	2033	4767
299	2039	4758
300	2045	4751
301	2052	4744
302	2058	4735
303	2065	4729
304	2072	4721
305	2078	4713
306	2084	4706
307	2090	4696
308	2096	4688
309	2102	4679
310	2107	4669
311	2115	4664
312	2120	4655
313	2127	4647
314	2133	4640
315	2139	4630
316	2146	4624
317	2151	4614
318	2157	4605
319	2164	4599
320	2170	4592
321	2178	4587
322	2184	4579
323	2192	4573
324	2199	4568
325	2205	4560
326	2213	4554
327	2219	4546
328	2226	4541
329	2233	4534
330	2241	4530
331	2247	4523
332	2256	4518
333	2263	4512
334	2271	4508
335	2279	4503
336	2286	4497
337	2293	4491
338	2299	4483
339	2307	4478
340	2314	4472
341	2320	4464
342	2328	4459
343	2333	4450
344	2340	4442
345	2346	4435
346	2352	4427
347	2360	4422
348	2365	4413
349	2372	4405
350	2378	4397
351	2383	4388
352	2390	4381
353	2396	4373
354	2403	4367
355	2410	4360
356	2415	4351
357	2424	4348
358	2434	4347
359	2442	4342
360	2449	4334
361	2455	4327
362	2460	4318
363	2467	4310
364	2474	4304
365	2481	4298
366	2488	4292
367	2495	4285
368	2502	4279
369	2508	4271
370	2515	4264
371	2521	4256
372	2527	4249
373	2533	4241
374	2540	4234
375	2547	4227
376	2554	4220
377	2560	4213
378	2566	4205
379	2574	4200
380	2580	4192
381	2586	4184
382	2592	4175
383	2597	4166
384	2605	4162
385	2611	4154
386	2618	4148
387	2624	4138
388	2629	4129
389	2636	4123
390	2642	4116
391	2649	4109
392	2655	4101
393	2661	4093
394	2668	4086
395	2674	4079
396	2680	4071
397	2688	4066
398	2694	4058
399	2700	4051
400	2706	4043
401	2713	4035
402	2720	4030
403	2729	4026
404	2736	4020
405	2746	4017
406	2755	4015
407	2762	4008
408	2770	4003
409	2778	3997
410	2788	3995
411	2793	3987
412	2800	3979
413	2805	3971
414	2813	3965
415	2820	3959
416	2827	3952
417	2833	3945
418	2841	3939
419	2849	3934
420	2856	3928
421	2862	3920
422	2869	3914
423	2876	3907
424	2883	3901
425	2890	3895
426	2899	3890
427	2908	3886
428	2916	3881
429	2923	3875
430	2933	3873
431	2940	3866
432	2949	3862
433	2955	3855
434	2965	3851
435	2972	3845
436	2981	3841
437	2990	3837
438	2997	3830
439	3003	3823
440	3014	3820
441	3023	3817
442	3030	3810
443	3036	3802
444	3043	3796
445	3049	3788
446	3056	3780
447	3063	3774
448	3069	3766
449	3076	3759
450	3083	3753
451	3093	3750
452	3099	3742
453	3106	3736
454	3114	3730
455	3124	3727
456	3131	3720
457	3137	3713
458	3145	3706
459	3152	3700
460	3163	3698
461	3169	3690
462	3177	3685
463	3186	3680
464	3192	3673
465	3199	3666
466	3209	3663
467	3216	3656
468	3225	3652
469	3232	3645
470	3242	3642
471	3249	3634
472	3256	3628
473	3263	3621
474	3273	3617
475	3279	3610
476	3286	3603
477	3293	3597
478	3300	3589
479	3306	3582
480	3313	3575
481	3323	3572
482	3330	3564
483	3337	3558
484	3347	3554
485	3355	3548
486	3360	3540
487	3367	3532
488	3375	3527
489	3380	3518
490	3387	3511
491	3392	3503
492	3398	3495
493	3406	3488
494	3412	3481
495	3420	3475
496	3427	3468
497	3433	3461
498	3440	3454
499	3446	3446
500	3453	3439
501	3459	3432
502	3465	3424
503	3473	3418
504	3479	3410
505	3488	3405
506	3497	3401
507	3504	3394
508	3510	3386
509	3518	3380
510	3525	3373
511	3531	3366
512	3542	3363
513	3548	3355
514	3556	3348
515	3562	3341
516	3571	3336
517	3578	3329
518	3588	3325
519	3595	3319
520	3602	3311
521	3608	3304
522	3615	3297
523	3622	3290
524	3629	3283
525	3639	3279
526	3645	3272
527	3653	3265
528	3661	3259
529	3669	3253
530	3679	3249
531	3686	3243
532	3692	3235
533	3699	3228
534	3707	3222
535	3717	3218
536	3723	3210
537	3731	3204
538	3737	3196
539	3743	3189
540	3751	3182
541	3758	3175
542	3768	3171
543	3777	3166
544	3786	3161
545	3793	3154
546	3801	3148
547	3808	3141
548	3816	3135
549	3822	3127
550	3829	3120
551	3835	3112
552	3841	3105
553	3849	3098
554	3855	3091
555	3862	3084
556	3868	3076
557	3874	3068
558	3881	3062
559	3887	3054
560	3894	3047
561	3901	3040
562	3907	3033
563	3915	3026
564	3921	3019
565	3928	3012
566	3935	3005
567	3941	2997
568	3948	2991
569	3955	2983
570	3962	2976
571	3968	2969
572	3975	2962
573	3982	2955
574	3990	2949
575	3997	2942
576	4004	2935
577	4011	2929
578	4020	2923
579	4031	2919
580	4037	2911
581	4045	2905
582	4052	2898
583	4060	2892
584	4066	2885
585	4076	2880
586	4083	2872
587	4090	2866
588	4097	2858
589	4103	2851
590	4111	2845
591	4118	2838
592	4125	2831
593	4131	2823
594	4137	2816
595	4143	2808
596	4149	2801
597	4157	2794
598	4163	2787
599	4169	2779
600	4177	2773
601	4183	2765
602	4190	2758
603	4196	2751
604	4202	2743
605	4209	2736
606	4216	2729
607	4224	2723
608	4231	2716
609	4238	2710
610	4245	2702
611	4252	2696
612	4261	2690
613	4268	2683
614	4276	2677
615	4282	2669
616	4289	2662
617	4295	2655
618	4301	2647
619	4309	2641
620	4316	2634
621	4326	2629
622	4332	2621
623	4340	2615
624	4349	2609
625	4357	2603
626	4364	2596
627	4374	2591
628	4381	2584
629	4388	2577
630	4395	2570
631	4403	2564
632	4410	2556
633	4418	2550
634	4424	2543
635	4430	2535
636	4438	2529
637	4446	2522
638	4458	2518
639	4467	2512
640	4475	2506
641	4484	2500
642	4493	2494
643	4502	2489
644	4509	2481
645	4518	2476
646	4526	2469
647	4534	2463
648	4540	2455
649	4550	2450
650	4556	2442
651	4562	2435
652	4569	2428
653	4575	2420
654	4583	2413
655	4590	2407
656	4597	2400
657	4604	2393
658	4611	2386
659	4618	2379
660	4625	2372
661	4633	2365
662	4643	2360
663	4651	2353
664	4660	2347
665	4669	2341
666	4676	2334
667	4687	2329
668	4693	2322
669	4701	2315
670	4709	2309
671	4716	2302
672	4723	2294
673	4729	2287
674	4736	2280
675	4742	2273
676	4750	2266
677	4756	2259
678	4763	2252
679	4773	2246
680	4781	2239
681	4791	2233
682	4798	2227
683	4805	2220
684	4814	2214
685	4829	2210
686	4835	2203
687	4842	2196
688	4850	2189
689	4858	2182
690	4866	2176
691	4874	2169
692	4882	2163
693	4892	2157
694	4900	2150
695	4909	2144
696	4917	2137
697	4926	2131
698	4933	2124
699	4942	2118
700	4949	2111
701	4956	2104
702	4964	2097
703	4970	2089
704	4978	2083
705	4988	2077
706	4996	2070
707	5007	2065
708	5015	2058
709	5020	2050
710	5028	2043
711	5034	2036
712	5041	2029
713	5047	2021
714	5053	2014
715	5060	2007
716	5066	1999
717	5075	1993
718	5083	1986
719	5092	1980
720	5099	1973
721	5107	1966
722	5114	1959
723	5122	1952
724	5129	1945
725	5140	1940
726	5147	1933
727	5154	1926
728	5161	1918
729	5168	1911
730	5176	1904
731	5182	1897
732	5190	1890
733	5197	1883
734	5205	1876
735	5212	1869
736	5222	1863
737	5230	1856
738	5241	1851
739	5247	1843
740	5255	1836
741	5262	1829
742	5269	1822
743	5276	1815
744	5287	1809
745	5293	1802
746	5300	1795
747	5308	1788
748	5315	1781
749	5322	1774
750	5328	1766
751	5336	1760
752	5343	1752
753	5351	1746
754	5360	1739
755	5368	1732
756	5375	1725
757	5382	1718
758	5389	1711
759	5396	1704
760	5403	1697
761	5410	1689
762	5417	1682
763	5423	1675
764	5431	1668
765	5441	1662
766	5450	1655
767	5457	1648
768	5465	1641
769	5472	1634
770	5479	1627
771	5486	1620
772	5492	1613
773	5500	1606
774	5507	1598
775	5514	1591
776	5521	1584
777	5530	1578
778	5539	1571
779	5547	1564
780	5554	1557
781	5562	1550
782	5568	1543
783	5575	1536
784	5582	1529
785	5590	1522
786	5597	1515
787	5604	1507
788	5612	1500
789	5618	1493
790	5626	1486
791	5632	1479
792	5639	1472
793	5647	1465
794	5654	1458
795	5661	1450
796	5668	1443
797	5677	1437
798	5685	1430
799	5693	1423
800	5700	1416
801	5708	1409
802	5717	1402
803	5724	1395
804	5731	1388
805	5738	1381
806	5746	1374
807	5752	1366
808	5760	1360
809	5767	1352
810	5775	1345
811	5782	1338
812	5791	1332
813	5798	1324
814	5808	1318
815	5815	1311
816	5822	1304
817	5830	1297
818	5836	1289
819	5844	1282
820	5851	1275
821	5859	1268
822	5865	1261
823	5873	1254
824	5880	1247
825	5889	1240
826	5896	1233
827	5903	1226
828	5910	1219
829	5917	1211
830	5924	1204
831	5930	1197
832	5938	1190
833	5944	1183
834	5951	1175
835	5958	1168
836	5965	1161
837	5976	1155
838	5983	1148
839	5990	1140
840	5996	1133
841	6003	1126
842	6009	1119
843	6015	1111
844	6023	1104
845	6030	1097
846	6038	1090
847	6045	1083
848	6053	1076
849	6060	1069
850	6070	1062
851	6077	1055
852	6085	1048
853	6091	1041
854	6098	1034
855	6106	1027
856	6113	1020
857	6121	1013
858	6127	1005
859	6135	998
860	6141	991
861	6149	984
862	6156	977
863	6163	970
864	6171	963
865	6179	956
866	6191	949
867	6198	942
868	6206	935
869	6214	928
870	6221	921
871	6228	914
872	6236	907
873	6244	900
874	6253	893
875	6260	886
876	6269	879
877	6277	872
878	6285	865
879	6292	858
880	6299	850
881	6306	843
882	6312	836
883	6319	829
884	6326	822
885	6333	814
886	6340	807
887	6349	800
888	6359	794
889	6367	787
890	6374	779
891	6382	772
892	6392	765
893	6400	758
894	6406	751
895	6413	744
896	6420	737
897	6428	730
898	6435	723
899	6442	715
900	6449	708
901	6456	701
902	6463	694
903	6473	687
904	6481	680
905	6489	673
906	6500	666
907	6508	659
908	6519	652
909	6527	645
910	6533	638
911	6539	631
912	6548	623
913	6557	617
914	6565	609
915	6572	602
916	6581	595
917	6590	588
918	6598	581
919	6604	574
920	6615	567
921	6622	560
922	6629	553
923	6636	545
924	6644	538
925	6650	531
926	6659	524
927	6666	517
928	6675	510
929	6683	503
930	6690	495
931	6698	488
932	6706	481
933	6714	474
934	6721	467
935	6729	460
936	6737	453
937	6745	445
938	6752	438
939	6761	431
940	6767	424
941	6775	417
942	6782	409
943	6789	402
944	6797	395
945	6805	388
946	6813	381
947	6819	374
948	6828	366
949	6835	359
950	6843	352
951	6852	345
952	6861	338
953	6869	331
954	6879	324
955	6887	317
956	6893	309
957	6904	302
958	6910	295
959	6920	288
960	6928	281
961	6935	273
962	6942	266
963	6949	259
964	6957	252
965	6967	245
966	6975	238
967	6981	230
968	6989	223
969	6995	216
970	7003	209
971	7010	201
972	7021	194
973	7028	187
974	7035	180
975	7042	173
976	7050	165
977	7057	158
978	7064	151
979	7072	144
980	7083	137
981	7093	130
982	7102	122
983	7109	115
984	7117	108
985	7124	101
986	7132	93
987	7138	86
988	7144	79
989	7152	72
990	7158	65
991	7165	57
992	7172	50
993	7182	43
994	7189	36
995	7195	28
996	7202	21
997	7209	14
998	7218	7
999	7225	0
