iter	Accuracy	MultiClass
104	1	0.9306769805
105	1	0.9255910353
106	1	0.9217555306
107	1	0.9179419604
108	1	0.9135676297
109	1	0.908905116
110	1	0.9040979906
111	1	0.8995322314
112	1	0.8945534446
113	1	0.890407909
114	1	0.8862182444
115	1	0.8823294206
116	1	0.8788480759
117	1	0.8744870966
118	1	0.870274197
119	1	0.8664586327
120	1	0.862428145
121	1	0.8584638942
122	1	0.854257757
123	1	0.8498223912
124	1	0.8460674286
125	1	0.8428595283
126	1	0.8394889832
127	1	0.8350782394
128	1	0.8312213204
129	1	0.827915365
130	1	0.8246068087
131	1	0.8198573373
132	1	0.8161414753
133	1	0.8125406612
134	1	0.8091533834
135	1	0.8057233637
136	1	0.8019023375
137	1	0.7985570214
138	1	0.7954592271
139	1	0.7920973518
140	1	0.7880871513
141	1	0.7853096182
142	1	0.7815321142
143	1	0.7775125504
144	1	0.774409034
145	1	0.7712892186
146	1	0.7681764256
147	1	0.7648835616
148	1	0.7608661652
149	1	0.7585261952
150	1	0.7551828731
151	1	0.7528442036
152	1	0.7502585324
153	1	0.7469564785
154	1	0.7436646548
155	1	0.7405928698
156	1	0.7378386584
157	1	0.7348955328
158	1	0.731961337
159	1	0.7282569192
160	1	0.7252089761
161	1	0.7219304171
162	1	0.7194558924
163	1	0.7169291323
164	1	0.713937586
165	1	0.7112688585
166	1	0.7086169503
167	1	0.7061657472
168	1	0.7033133073
169	1	0.700703014
170	1	0.6981559233
171	1	0.6950332035
172	1	0.6921075474
173	1	0.6890962774
174	1	0.686156533
175	1	0.6838913397
176	1	0.6814817082
177	1	0.6783666611
178	1	0.6757344333
179	1	0.6730322838
180	1	0.6705689864
181	1	0.6678886414
182	1	0.6656457728
183	1	0.6632223996
184	1	0.6607158401
185	1	0.6579507481
186	1	0.6552111019
187	1	0.6524827697
188	1	0.6501861052
189	1	0.6478757858
190	1	0.6450661746
191	1	0.6428074403
192	1	0.6401600838
193	1	0.6375567696
194	1	0.6348510222
195	1	0.6321992874
196	1	0.6296067671
197	1	0.6273920753
198	1	0.6251653324
199	1	0.62300487
200	1	0.6207136674
201	1	0.6185108965
202	1	0.6160230203
203	1	0.6134637486
204	1	0.6107638966
205	1	0.6085913398
206	1	0.6064762202
207	1	0.6040463448
208	1	0.601783579
209	1	0.600019715
210	1	0.597579696
211	1	0.5953426361
212	1	0.5931554274
213	1	0.5910312479
214	1	0.5886838219
215	1	0.5866697918
216	1	0.5844518922
217	1	0.5825119019
218	1	0.5805301666
219	1	0.5779119405
220	1	0.575440927
221	1	0.5738863512
222	1	0.5713573803
223	1	0.5692392696
224	1	0.5673342618
225	1	0.5654248758
226	1	0.5633374561
227	1	0.5615771034
228	1	0.5598421097
229	1	0.5580488552
230	1	0.5562332327
231	1	0.554427277
232	1	0.5525967858
233	1	0.5511324622
234	1	0.5493351763
235	1	0.5474556576
236	1	0.545995799
237	1	0.5443558259
238	1	0.5422157808
239	1	0.5399416577
240	1	0.5385192524
241	1	0.5369389707
242	1	0.5347116644
243	1	0.5331386219
244	1	0.5314614556
245	1	0.5297211734
246	1	0.5283459317
247	1	0.526736823
248	1	0.5250099356
249	1	0.5230329687
250	1	0.5212237618
251	1	0.5196032091
252	1	0.5178514827
253	1	0.5157841769
254	1	0.5141265176
255	1	0.5122886138
256	1	0.5106975382
257	1	0.5094155398
258	1	0.5077609149
259	1	0.5060689666
260	1	0.5044937134
261	1	0.5029753338
262	1	0.5014444698
263	1	0.4998548248
264	1	0.4983531345
265	1	0.496359435
266	1	0.4947768992
267	1	0.4932394461
268	1	0.4912366434
269	1	0.4896711003
270	1	0.4879879085
271	1	0.4865825826
272	1	0.4852921746
273	1	0.4838886261
274	1	0.4824754542
275	1	0.4807401137
276	1	0.4791023948
277	1	0.4777323116
278	1	0.4760177786
279	1	0.4748525186
280	1	0.4732763117
281	1	0.4718747572
282	1	0.4705262618
283	1	0.4691218463
284	1	0.4676567424
285	1	0.4661497636
286	1	0.4647364183
287	1	0.4633480419
288	1	0.4619992863
289	1	0.4604129358
290	1	0.4589951255
291	1	0.4576618021
292	1	0.4565072927
293	1	0.4551805149
294	1	0.4538895867
295	1	0.452614134
296	1	0.4509809667
297	1	0.449626099
298	1	0.4482762597
299	1	0.4469364773
300	1	0.4455415552
301	1	0.4444396279
302	1	0.4433054057
303	1	0.4421412295
304	1	0.4407835007
305	1	0.4394766201
306	1	0.4382252693
307	1	0.4369539781
308	1	0.4355759621
309	1	0.4339928194
310	1	0.4323830171
311	1	0.4311627475
312	1	0.4297152866
313	1	0.4283569509
314	1	0.4269089265
315	1	0.4255729155
316	1	0.4241454385
317	1	0.4229350524
318	1	0.4213880626
319	1	0.4202056365
320	1	0.4189735759
321	1	0.4175525579
322	1	0.4162633202
323	1	0.4148716493
324	1	0.4135488597
325	1	0.4126028581
326	1	0.4112420082
327	1	0.4100278508
328	1	0.4088956659
329	1	0.4076373794
330	1	0.4065091393
331	1	0.4053447463
332	1	0.4041998603
333	1	0.4031784751
334	1	0.4020229686
335	1	0.4008166573
336	1	0.3999279629
337	1	0.3987923102
338	1	0.3977121873
339	1	0.3965450634
340	1	0.3954369805
341	1	0.3942948688
342	1	0.39325415
343	1	0.3921951381
344	1	0.3908643289
345	1	0.3897455389
346	1	0.3888824203
347	1	0.3875186227
348	1	0.3864477764
349	1	0.3852859844
350	1	0.3839915015
351	1	0.3830005472
352	1	0.3818937648
353	1	0.3808761076
354	1	0.3798418912
355	1	0.3786403049
356	1	0.377640204
357	1	0.3766406666
358	1	0.375619975
359	1	0.3746129816
360	1	0.3737202991
361	1	0.3726509268
362	1	0.3716598858
363	1	0.3707717982
364	1	0.3697781129
365	1	0.3686854623
366	1	0.3674843528
367	1	0.3665197546
368	1	0.3653835817
369	1	0.3643380945
370	1	0.3634106896
371	1	0.3623928157
372	1	0.3613658385
373	1	0.3605234406
374	1	0.3594408902
375	1	0.3586861871
376	1	0.357807918
377	1	0.3568071452
378	1	0.3558217395
379	1	0.3549753969
380	1	0.3540880897
381	1	0.3531756835
382	1	0.3522700396
383	1	0.3514137485
384	1	0.3504549807
385	1	0.3495305668
386	1	0.3486131538
387	1	0.3476407311
388	1	0.3465529138
389	1	0.3456481587
390	1	0.3446649205
391	1	0.3438490087
392	1	0.3429710648
393	1	0.3420989297
394	1	0.341210387
395	1	0.3402545019
396	1	0.3395446214
397	1	0.3386800506
398	1	0.3378001126
399	1	0.3369679018
400	1	0.3361579288
401	1	0.3353438594
402	1	0.3344914696
403	1	0.3336149562
404	1	0.3327600306
405	1	0.3319464163
406	1	0.3311011141
407	1	0.3303375461
408	1	0.3295150237
409	1	0.3288117322
410	1	0.3279788277
411	1	0.3272601691
412	1	0.3262205341
413	1	0.3253932866
414	1	0.3245751641
415	1	0.3238136552
416	1	0.323101954
417	1	0.3224190148
418	1	0.3215560913
419	1	0.3206415827
420	1	0.3198140751
421	1	0.3190106912
422	1	0.3182315393
423	1	0.3173697645
424	1	0.3166272857
425	1	0.3158930648
426	1	0.3151282831
427	1	0.3144671267
428	1	0.3137198795
429	1	0.3129945668
430	1	0.312283776
431	1	0.3114704219
432	1	0.3107397556
433	1	0.3098887097
434	1	0.3091299534
435	1	0.3083827062
436	1	0.3075624163
437	1	0.3068410267
438	1	0.3061374318
439	1	0.3054503961
440	1	0.3047115153
441	1	0.3039416833
442	1	0.3031986193
443	1	0.30252914
444	1	0.3018497554
445	1	0.3010473685
446	1	0.3003786477
447	1	0.2996684204
448	1	0.2990639426
449	1	0.298364856
450	1	0.2976336046
451	1	0.2969999747
452	1	0.2963904251
453	1	0.2955971198
454	1	0.2948446274
455	1	0.2941443703
456	1	0.29338375
457	1	0.2927199494
458	1	0.2920228568
459	1	0.2913320715
460	1	0.2906230796
461	1	0.2899060249
462	1	0.2891713056
463	1	0.288468686
464	1	0.2877928994
465	1	0.2871455713
466	1	0.2865045721
467	1	0.2858313864
468	1	0.2851490107
469	1	0.2844452208
470	1	0.2838095318
471	1	0.2832251029
472	1	0.2825453498
473	1	0.2818113674
474	1	0.2811672904
475	1	0.2805221298
476	1	0.2799201879
477	1	0.2793543339
478	1	0.2787036246
479	1	0.2779687535
480	1	0.2773521163
481	1	0.2765529156
482	1	0.2759450566
483	1	0.2753807198
484	1	0.2747543075
485	1	0.2741578059
486	1	0.2735445499
487	1	0.2729671652
488	1	0.2724078352
489	1	0.271841461
490	1	0.2712329734
491	1	0.2705798366
492	1	0.2700229775
493	1	0.2694213607
494	1	0.2687615915
495	1	0.2681476203
496	1	0.2675941207
497	1	0.2670023225
498	1	0.2664019628
499	1	0.2657677477
500	1	0.2652002465
501	1	0.2646172697
502	1	0.2640580697
503	1	0.2635237087
504	1	0.2629411004
505	1	0.2623605078
506	1	0.2618085905
507	1	0.2610803734
508	1	0.2604594881
509	1	0.2598879121
510	1	0.2593291456
511	1	0.2587585883
512	1	0.2582942789
513	1	0.2576804811
514	1	0.2570981112
515	1	0.2565656359
516	1	0.2560759458
517	1	0.2554891326
518	1	0.2549638965
519	1	0.2544357993
520	1	0.2538936355
521	1	0.2533508864
522	1	0.2528302453
523	1	0.2523476861
524	1	0.2517463077
525	1	0.2512385628
526	1	0.2507555702
527	1	0.2501688437
528	1	0.2496365634
529	1	0.2490079186
530	1	0.2484929995
531	1	0.2479622147
532	1	0.2474549467
533	1	0.2469567819
534	1	0.246474006
535	1	0.2459942644
536	1	0.2454080148
537	1	0.2448953282
538	1	0.2444802198
539	1	0.2439703941
540	1	0.2434521588
541	1	0.2429406643
542	1	0.2424826189
543	1	0.2420343052
544	1	0.2415352735
545	1	0.2410393628
546	1	0.240529949
547	1	0.2400213372
548	1	0.2395292195
549	1	0.2390323552
550	1	0.2385557782
551	1	0.238083536
552	1	0.2376163223
553	1	0.2371927175
554	1	0.2367311174
555	1	0.2362439632
556	1	0.2357705723
557	1	0.2353358702
558	1	0.2349677086
559	1	0.2344496684
560	1	0.2339646166
561	1	0.233531345
562	1	0.2330470735
563	1	0.2325891148
564	1	0.2321463932
565	1	0.2317454165
566	1	0.2313176935
567	1	0.2308528423
568	1	0.2303827459
569	1	0.2299361662
570	1	0.2295262163
571	1	0.228970636
572	1	0.2285142812
573	1	0.2280595519
574	1	0.2276154215
575	1	0.2271709009
576	1	0.2267287211
577	1	0.2262941491
578	1	0.2258367972
579	1	0.2254072536
580	1	0.224985036
581	1	0.2245567278
582	1	0.2241106033
583	1	0.2236944762
584	1	0.2232513428
585	1	0.2228403525
586	1	0.2223846262
587	1	0.2219798348
588	1	0.2215240002
589	1	0.2211001136
590	1	0.2206924612
591	1	0.2203060714
592	1	0.2198688334
593	1	0.2194328308
594	1	0.2190742059
595	1	0.2186448574
596	1	0.2182070559
597	1	0.2178554535
598	1	0.2174616293
599	1	0.2170484716
600	1	0.2166696462
601	1	0.216299122
602	1	0.2159033255
603	1	0.2154917283
604	1	0.2151257342
605	1	0.2147447629
606	1	0.2143478827
607	1	0.2139739557
608	1	0.2135817788
609	1	0.213219816
610	1	0.2128091292
611	1	0.2123715227
612	1	0.211962093
613	1	0.2116231485
614	1	0.2112292593
615	1	0.2107871229
616	1	0.2103778232
617	1	0.209951054
618	1	0.209567937
619	1	0.2092088786
620	1	0.2088315704
621	1	0.2084657929
622	1	0.2081014026
623	1	0.2077631083
624	1	0.2073802948
625	1	0.2070081451
626	1	0.2066328309
627	1	0.2062639323
628	1	0.2058481737
629	1	0.2053562078
630	1	0.2049787912
631	1	0.20463536
632	1	0.2042585286
633	1	0.203895959
634	1	0.2035629316
635	1	0.2031980861
636	1	0.2028248093
637	1	0.2024591186
638	1	0.2020984563
639	1	0.2017551769
640	1	0.2014568069
641	1	0.2010912245
642	1	0.2007659565
643	1	0.2003775943
644	1	0.2000403838
645	1	0.1997107159
646	1	0.199353825
647	1	0.1990065141
648	1	0.198693037
649	1	0.1983258941
650	1	0.1979626742
651	1	0.1976460327
652	1	0.1973166466
653	1	0.1969567646
654	1	0.1966331222
655	1	0.1963152885
656	1	0.1959760406
657	1	0.1956577951
658	1	0.1953041337
659	1	0.1949618513
660	1	0.1946166645
661	1	0.1942672729
662	1	0.1939055486
663	1	0.1935944991
664	1	0.1932639425
665	1	0.192934383
666	1	0.1926243739
667	1	0.1923361692
668	1	0.1920016679
669	1	0.1916614446
670	1	0.191334551
671	1	0.1910250837
672	1	0.190762845
673	1	0.1904312697
674	1	0.190124295
675	1	0.1897756403
676	1	0.1894943714
677	1	0.1891331673
678	1	0.1888300072
679	1	0.1885005994
680	1	0.1881632805
681	1	0.1878248128
682	1	0.1874982227
683	1	0.1871948459
684	1	0.1868874376
685	1	0.1865872903
686	1	0.1862773895
687	1	0.1859677055
688	1	0.1856743422
689	1	0.1853599982
690	1	0.185031284
691	1	0.1847594001
692	1	0.1844458147
693	1	0.1841412458
694	1	0.1838376305
695	1	0.1835391305
696	1	0.1832811182
697	1	0.1829586896
698	1	0.1826428934
699	1	0.1822772026
700	1	0.1819689274
701	1	0.1816756725
702	1	0.1813793291
703	1	0.181091146
704	1	0.1807898716
705	1	0.1804999655
706	1	0.1801975424
707	1	0.1799094894
708	1	0.1796288599
709	1	0.1793266426
710	1	0.1790253249
711	1	0.1787612113
712	1	0.1784413186
713	1	0.178160429
714	1	0.1778977567
715	1	0.1776202592
716	1	0.1772971587
717	1	0.1770148928
718	1	0.1767215512
719	1	0.1764376922
720	1	0.176141002
721	1	0.1758827946
722	1	0.1755935712
723	1	0.1752938357
724	1	0.1749736071
725	1	0.1747036522
726	1	0.1744156317
727	1	0.1741431952
728	1	0.1738772284
729	1	0.1736316464
730	1	0.1733859994
731	1	0.1730933948
732	1	0.1728009527
733	1	0.1725023985
734	1	0.1722325195
735	1	0.1719820825
736	1	0.1716980826
737	1	0.1714108424
738	1	0.1711532744
739	1	0.1709075082
740	1	0.170643438
741	1	0.1703765717
742	1	0.1701467471
743	1	0.169866421
744	1	0.1695673682
745	1	0.1693034389
746	1	0.1690307856
747	1	0.1687989885
748	1	0.1685177305
749	1	0.1682130532
750	1	0.1679587147
751	1	0.1676991528
752	1	0.1674655676
753	1	0.1671856859
754	1	0.1669261889
755	1	0.1666694013
756	1	0.1664037271
757	1	0.1661590338
758	1	0.1658820889
759	1	0.165608211
760	1	0.1653885841
761	1	0.1651694666
762	1	0.1649053639
763	1	0.1646476009
764	1	0.1644069932
765	1	0.1641560468
766	1	0.1639088392
767	1	0.1636363918
768	1	0.1633451635
769	1	0.1631061164
770	1	0.1628987572
771	1	0.1626497399
772	1	0.1624085686
773	1	0.1621688496
774	1	0.1619032946
775	1	0.1616658297
776	1	0.1614091396
777	1	0.1611570987
778	1	0.1609249765
779	1	0.1606674628
780	1	0.160418142
781	1	0.1601962393
782	1	0.1599570404
783	1	0.1597143737
784	1	0.1594802683
785	1	0.1592611616
786	1	0.1590244553
787	1	0.1587882909
788	1	0.1585903601
789	1	0.1583792947
790	1	0.158173171
791	1	0.1579448527
792	1	0.1576975692
793	1	0.1574753631
794	1	0.157223398
795	1	0.15698175
796	1	0.1567763849
797	1	0.1565715183
798	1	0.1563533978
799	1	0.1561684934
800	1	0.155958555
801	1	0.155719627
802	1	0.155482834
803	1	0.155244047
804	1	0.1550091613
805	1	0.1547905749
806	1	0.1545344483
807	1	0.1543187662
808	1	0.154079188
809	1	0.1538413871
810	1	0.1536325325
811	1	0.1534339298
812	1	0.1532276544
813	1	0.1530122649
814	1	0.1527714513
815	1	0.1525511308
816	1	0.152332631
817	1	0.1520970735
818	1	0.1519003348
819	1	0.1516934091
820	1	0.1514668898
821	1	0.1512635079
822	1	0.1510599093
823	1	0.1508163539
824	1	0.1506065672
825	1	0.1504281434
826	1	0.1502550732
827	1	0.1500332247
828	1	0.1498158303
829	1	0.1496028683
830	1	0.1494020982
831	1	0.1491740617
832	1	0.1489751339
833	1	0.1487660625
834	1	0.1485594403
835	1	0.1483932192
836	1	0.1482181549
837	1	0.1480058107
838	1	0.1477944092
839	1	0.1475967277
840	1	0.1473785639
841	1	0.1471618414
842	1	0.146945249
843	1	0.1467292742
844	1	0.1465273987
845	1	0.1462666121
846	1	0.1460707404
847	1	0.1458706531
848	1	0.1456632181
849	1	0.1454558264
850	1	0.14524216
851	1	0.1450404362
852	1	0.1448253068
853	1	0.1446398497
854	1	0.14440996
855	1	0.1442518126
856	1	0.1440476071
857	1	0.1438488093
858	1	0.1436341676
859	1	0.1434484395
860	1	0.143260609
861	1	0.1430755529
862	1	0.1428767443
863	1	0.1426503333
864	1	0.1424584822
865	1	0.1422596195
866	1	0.1420714964
867	1	0.1419006478
868	1	0.1416924
869	1	0.1414855827
870	1	0.1412742897
871	1	0.1410673315
872	1	0.1408923106
873	1	0.1406844963
874	1	0.1405097138
875	1	0.1403141997
876	1	0.1401205496
877	1	0.1399503621
878	1	0.1397772269
879	1	0.1396015882
880	1	0.1394211921
881	1	0.139237664
882	1	0.1390548294
883	1	0.1388869502
884	1	0.1386614713
885	1	0.1384644508
886	1	0.1382788095
887	1	0.13808918
888	1	0.1379044273
889	1	0.137738683
890	1	0.137559273
891	1	0.1373834176
892	1	0.137191068
893	1	0.1369954131
894	1	0.1367987719
895	1	0.1366222013
896	1	0.1364789117
897	1	0.1363188353
898	1	0.1361404982
899	1	0.1359237107
900	1	0.1357361403
901	1	0.1355470094
902	1	0.135369225
903	1	0.1351800832
904	1	0.1350232579
905	1	0.13483546
906	1	0.1346464157
907	1	0.1344656619
908	1	0.1342966448
909	1	0.1341388334
910	1	0.1339556954
911	1	0.1337858222
912	1	0.1336017955
913	1	0.133428281
914	1	0.1332548315
915	1	0.1330845789
916	1	0.1329093846
917	1	0.1327281974
918	1	0.1325528622
919	1	0.1323630593
920	1	0.1321923841
921	1	0.1320412592
922	1	0.1319006356
923	1	0.1317345663
924	1	0.1315488057
925	1	0.1313943863
926	1	0.1312339739
927	1	0.1310677745
928	1	0.130916162
929	1	0.1307355924
930	1	0.1305608099
931	1	0.1303976666
932	1	0.1302202181
933	1	0.1300588955
934	1	0.1298928586
935	1	0.1297279271
936	1	0.1295527328
937	1	0.1293884407
938	1	0.1292508515
939	1	0.1290831349
940	1	0.1289189512
941	1	0.1287591457
942	1	0.1286116947
943	1	0.1284362836
944	1	0.1282829588
945	1	0.1281029094
946	1	0.1279669458
947	1	0.1278015267
948	1	0.127641201
949	1	0.1274802685
950	1	0.1273183931
951	1	0.1271835674
952	1	0.1270558726
953	1	0.1268822063
954	1	0.1267227151
955	1	0.1265610565
956	1	0.1263950196
957	1	0.126231432
958	1	0.1260734688
959	1	0.1259233952
960	1	0.1257859468
961	1	0.125617049
962	1	0.1254651438
963	1	0.1252972321
964	1	0.1251208674
965	1	0.1249753779
966	1	0.1248302243
967	1	0.1246665174
968	1	0.1245187629
969	1	0.1243850535
970	1	0.1242452318
971	1	0.1241032102
972	1	0.1239149787
973	1	0.123764775
974	1	0.1235890605
975	1	0.123430924
976	1	0.1232786504
977	1	0.1231237867
978	1	0.1229986061
979	1	0.1228479039
980	1	0.1227055138
981	1	0.1225761067
982	1	0.1224327196
983	1	0.1223101508
984	1	0.1221646179
985	1	0.1220312444
986	1	0.1218721433
987	1	0.1216909885
988	1	0.1215408932
989	1	0.1213858344
990	1	0.1212326613
991	1	0.121104002
992	1	0.1209468408
993	1	0.1207895062
994	1	0.1206352927
995	1	0.1204884486
996	1	0.1203299327
997	1	0.1201705066
998	1	0.1200212565
999	1	0.1198849245
